ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,0.5,0.2,1,0.133333333333333,0.857142857142857,0.222222222222222,0,0.8,0
0007CB0B74,0.5,0,0.333333333333333,0.285714285714286,0.210526315789474,0.714285714285714,0.6,0,0.4,0
0007CB0DBC,0.8,0.666666666666667,0,0.5,0.638297872340426,0.577777777777778,0.727272727272727,0.666666666666667,0.69811320754717,0.6
0007CB2407,0,0.714285714285714,0.5,0,0.12,0.357142857142857,0.8,0,0.571428571428571,0.428571428571429
0007F2B3FF,0.866666666666667,0.789473684210526,0.361702127659574,0.88,0,0.592592592592593,0.584615384615385,0.4,0.598214285714286,0.652173913043478
0007F2B59E,0.142857142857143,0.285714285714286,0.422222222222222,0.642857142857143,0.407407407407407,0,0.333333333333333,0.666666666666667,0.583333333333333,0.357142857142857
0007F2B8A2,0.777777777777778,0.4,0.272727272727273,0.2,0.415384615384615,0.666666666666667,0,0.533333333333333,0.555555555555556,0.666666666666667
0007F2B9FC,1,1,0.333333333333333,1,0.6,0.333333333333333,0.466666666666667,0,0.857142857142857,0
0007F2E37E,0.2,0.6,0.30188679245283,0.428571428571429,0.401785714285714,0.416666666666667,0.444444444444444,0.142857142857143,0,0.142857142857143
0007F2ED4,1,1,0.4,0.571428571428571,0.347826086956522,0.642857142857143,0.333333333333333,1,0.857142857142857,0
