ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,6.71316414908482,1.03921039321927,0.847674112972603,0.397860845450618,0.556050713329503,0.942356312063446,2.04096144795669,0.282547439360711,0.416742920564028
0007CB0B74,6.71316414908482,0,0.511482988502707,2.10034430243399,0.749918201594194,0.448903007790983,0.493281406829255,0.411186979501346,0.659415465061227,0.433367564670565
0007CB0DBC,1.03921039321927,0.511482988502707,0,1.02876097432929,1.08987134288808,0.717215218237891,0.781605599046778,0.347551582578597,2.53711900211165,1.23048018262994
0007CB2407,0.847674112972603,2.10034430243399,1.02876097432929,0,0.747180782424715,1.14762451082869,0.851240620139175,0.856370358692385,1.26554547528283,1.22242880700346
0007F2B3FF,0.397860845450618,0.749918201594194,1.08987134288808,0.747180782424715,0,1.54392701839435,1.14755056184484,0.496426330759237,1.8270286560765,1.54221451172795
0007F2B59E,0.556050713329503,0.448903007790983,0.717215218237891,1.14762451082869,1.54392701839435,0,1.74153285605163,0.601084095137492,0.544774382461908,2.24816604420794
0007F2B8A2,0.942356312063446,0.493281406829255,0.781605599046778,0.851240620139175,1.14755056184484,1.74153285605163,0,3.91601259326017,0.795102282999063,0.205513495113469
0007F2B9FC,2.04096144795669,0.411186979501346,0.347551582578597,0.856370358692385,0.496426330759237,0.601084095137492,3.91601259326017,0,0.414767541650605,1.33572232193041
0007F2E37E,0.282547439360711,0.659415465061227,2.53711900211165,1.26554547528283,1.8270286560765,0.544774382461908,0.795102282999063,0.414767541650605,0,0.566125905848739
0007F2ED4,0.416742920564028,0.433367564670565,1.23048018262994,1.22242880700346,1.54221451172795,2.24816604420794,0.205513495113469,1.33572232193041,0.566125905848739,0
