ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,1,0,0.5,0,0,1,0.5,0.5,0
0007CB0B74,0,0,0,0.333333333333333,0,0.4,0,0,0.333333333333333,0.5
0007CB0DBC,0,0,0,0,0.285714285714286,1,0.166666666666667,0,0.2,0.5
0007CB2407,0.5,0.666666666666667,0,0,0.5,0.75,1,0,0.5,0.2
0007F2B3FF,1,1,0.714285714285714,0.5,0,0.333333333333333,0.833333333333333,0.666666666666667,0.538461538461538,1
0007F2B59E,1,0.6,0,0.25,0.666666666666667,0,0.461538461538462,1,0.166666666666667,0.25
0007F2B8A2,0,0,0.833333333333333,0,0.166666666666667,0.538461538461538,0,0.5,0,0
0007F2B9FC,0.5,0,0,0,0.333333333333333,0,0.5,0,0.5,0
0007F2E37E,0.5,0.666666666666667,0.8,0.5,0.461538461538462,0.833333333333333,0,0.5,0,0.75
0007F2ED4,0,0.5,0.5,0.8,0,0.75,1,0,0.25,0
