ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,15,10,23,2,24,15,4,15,8
0007CB0B74,15,0,11,5,8,15,13,5,11,5
0007CB0DBC,10,11,0,12,7,43,24,6,51,4
0007CB2407,23,5,12,0,14,15,17,8,14,27
0007F2B3FF,2,8,7,14,0,10,12,0,26,15
0007F2B59E,24,15,43,15,10,0,48,13,56,18
0007F2B8A2,15,13,24,17,12,48,0,24,29,20
0007F2B9FC,4,5,6,8,0,13,24,0,5,27
0007F2E37E,15,11,51,14,26,56,29,5,0,25
0007F2ED4,8,5,4,27,15,18,20,27,25,0
