ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,1,0,2,2,2,13,0,2,2
0007CB0B74,1,0,3,2,2,10,0,1,0,3
0007CB0DBC,4,6,0,8,6,7,17,6,21,5
0007CB2407,3,4,7,0,5,7,4,4,10,3
0007F2B3FF,2,1,2,0,0,4,8,5,7,4
0007F2B59E,7,9,12,5,5,0,25,5,13,3
0007F2B8A2,8,5,18,3,10,9,0,13,16,5
0007F2B9FC,6,2,8,3,0,12,15,0,9,1
0007F2E37E,3,8,12,5,7,26,10,3,0,6
0007F2ED4,2,7,4,6,5,3,10,1,7,0
