ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,0.113548942979352,0.0805969322775349,0.173756632790719,0.20211044840992,0.0968284391725732,0.12147416596411,0.145677856415058,0.150487086542818,0.105951829550718
0007CB0B74,0.11258237734928,0,0.176781660114071,0.0839104235992446,0.0894888078622655,0.111673658324895,0.171648801637962,0.0916751576570379,0.108320117806977,0.0991778601204262
0007CB0DBC,0.0888149865755433,0.196479675046928,0,0.11448871301376,0.0916620384903291,0.180909156661362,0.0875105383596293,0.116542285132047,0.161050067965564,0.0873668364983789
0007CB2407,0.0589455699292167,0.0287103424931533,0.0352455839193755,0,0.0271653828507957,0.0201070446983943,0.064579067806817,0.0449425825461957,0.0275543724512912,0.0612552107457157
0007F2B3FF,0.25536978276788,0.114041296119642,0.105099950163353,0.101178163503912,0,0.17123535368147,0.157244369504999,0.155756891471374,0.1775600362483,0.164659564613247
0007F2B59E,0.16338174273859,0.190048312151892,0.277008693726121,0.100008993614534,0.228672156086254,0,0.197928459592919,0.25142510946493,0.268860444041685,0.244210282538212
0007F2B8A2,0.15386258237735,0.219281779856603,0.100586964948226,0.24111880564799,0.157631661555551,0.148578764646318,0,0.222977996860629,0.163995242410511,0.147058823529412
0007F2B9FC,0.161398584329998,0.102440225251562,0.117171493438175,0.146775789189675,0.136575471470311,0.165087516273687,0.195037938094665,0,0.0681354780244674,0.180523390458545
0007F2E37E,0.162130827434709,0.117703172600548,0.157456116064013,0.087507869412717,0.151401733755101,0.17166931867496,0.13949174996989,0.0662572632390606,0,0.0847035664659566
0007F2ED4,0.0558335367341959,0.0527125580822847,0.0417797220222605,0.0951524417663461,0.0686740878468115,0.0762693476059596,0.0611827050463689,0.0858645664087241,0.0414306751246034,0
