ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,37.75,112.5,50.1,144.45,17.85,105.55,577.05,107.8,587.45
0007CB0F67,37.75,0,51.6,50.5,106.15,96.85,89.3,47.25,131.35,83.3
0007CB48B4,112.5,51.6,0,80.85,42.3,24.9,130.45,76.95,210,101.3
0007CB6DFA,50.1,50.5,80.85,0,86.5,32.75,64.25,24.8,54.15,30.2
0007F29741,144.45,106.15,42.3,86.5,0,10.9,78.3,96.05,85.2,95.4
0007F2B88A,17.85,96.85,24.9,32.75,10.9,0,82.65,27.55,56.05,89
0007F2C687,105.55,89.3,130.45,64.25,78.3,82.65,0,66.75,183.05,87.55
0007F2EEFA,577.05,47.25,76.95,24.8,96.05,27.55,66.75,0,23.35,175.1
0007F2F26A,107.8,131.35,210,54.15,85.2,56.05,183.05,23.35,0,266.4
0007F2F283,587.45,83.3,101.3,30.2,95.4,89,87.55,175.1,266.4,0
