ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,2.60625,3.76578947368421,0,11.5021739130435,2.76666666666667,6.11,7.30952380952381,2.83846153846154,3.9125
0007CB0F67,2.60625,0,2.90625,2.98333333333333,2.64848484848485,2.85833333333333,4.19038461538462,2.53888888888889,2.38,1.83333333333333
0007CB48B4,3.76578947368421,2.90625,0,2.74285714285714,6.70576923076923,0,3.48333333333333,2.88846153846154,2.89,2.7
0007CB6DFA,0,2.98333333333333,2.74285714285714,0,3.51176470588235,0,3.07,0,2.75,0
0007F29741,11.5021739130435,2.64848484848485,6.70576923076923,3.51176470588235,0,2.275,3.91,8.375,2.625,0
0007F2B88A,2.76666666666667,2.85833333333333,0,0,2.275,0,4.45,1.6,2.38,0
0007F2C687,6.11,4.19038461538462,3.48333333333333,3.07,3.91,4.45,0,1.8,2.92916666666667,2.56666666666667
0007F2EEFA,7.30952380952381,2.53888888888889,2.88846153846154,0,8.375,1.6,1.8,0,3.4875,1.55
0007F2F26A,2.83846153846154,2.38,2.89,2.75,2.625,2.38,2.92916666666667,3.4875,0,2.97777777777778
0007F2F283,3.9125,1.83333333333333,2.7,0,0,0,2.56666666666667,1.55,2.97777777777778,0
