ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0.048637505636797,0.118402357522496,0.08898756660746,0.170041200706298,0.0353115727002967,0.108646423057128,0.491817949373562,0.0888742322437034,0.368157177325855
0007CB0F67,0.0204651414940909,0,0.0543072146503184,0.0896980461811723,0.124955856386109,0.191592482690406,0.0919197117858981,0.0402710304270008,0.108289706912898,0.0522044307962272
0007CB48B4,0.0609888322671582,0.0664819944598338,0,0.14360568383659,0.0497939964685109,0.0492581602373887,0.134276891405044,0.0655842495525441,0.173131621253968,0.0634851001159402
0007CB6DFA,0.0271603599696411,0.0650647426399536,0.0850918276061674,0,0.101824602707475,0.0647873392680514,0.0661348430262481,0.0211369641182988,0.0446432251947731,0.018926456303074
0007F29741,0.0783096606310311,0.136764800618437,0.0445192864284587,0.153641207815275,0,0.0215628090999011,0.0805970149253731,0.0818631211113952,0.0702419720516097,0.0597875473944787
0007F2B88A,0.00967689471972243,0.124782580686723,0.0262063884649792,0.0581705150976909,0.0128310771041789,0,0.0850746268656716,0.0234807807039973,0.0462096541489756,0.0557766427474697
0007F2C687,0.0572210777404315,0.115055079559364,0.137294111456086,0.114120781527531,0.0921718658034138,0.163501483679525,0,0.0568908207619535,0.150913063193042,0.0548679221633817
0007F2EEFA,0.31283205030901,0.0608774077175804,0.0809872125453876,0.0440497335701599,0.113066509711595,0.0545004945598417,0.0687081832218219,0,0.0192505874108578,0.109735844326763
0007F2F26A,0.0584408543857747,0.169232751401147,0.221017734041993,0.0961811722912966,0.10029429075927,0.110880316518299,0.188419969119918,0.0199011335549305,0,0.166953905931752
0007F2F283,0.318470129025263,0.10732461508729,0.106614745040257,0.0536412078152753,0.112301353737493,0.176063303659743,0.0901183736489964,0.149237194238473,0.219629828105033,0
