ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,1,0.5,0.333333333333333,0.4,1,0,0,0.5,1
0007CB0F67,0,0,1,0.333333333333333,0.5,0.666666666666667,0.75,0,0.5,0
0007CB48B4,0.5,0,0,0.272727272727273,0.4,0.285714285714286,0,0.5,0.3,1
0007CB6DFA,0.666666666666667,0.666666666666667,0.727272727272727,0,0,1,0.5,1,1,0
0007F29741,0.6,0.5,0.6,1,0,0,0,0.5,0.25,1
0007F2B88A,0,0.333333333333333,0.714285714285714,0,1,0,0,0,0,0.666666666666667
0007F2C687,1,0.25,1,0.5,1,1,0,1,0.4,0.8
0007F2EEFA,1,1,0.5,0,0.5,0,0,0,0,0.4
0007F2F26A,0.5,0.5,0.7,0,0.75,0,0.6,0,0,0.6
0007F2F283,0,1,0,1,0,0.333333333333333,0.2,0.6,0.4,0
