ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,335,6,130,123,194,39,46,149,18
0007ACA781,335,0,33,51,95,71,52,52,257,81
0007CB2224,6,33,0,18,135,26,27,7,29,153
0007CD38E5,130,51,18,0,194,176,186,44,57,64
0007CD72E3,123,95,135,194,0,162,179,179,159,93
0007CD7FB2,194,71,26,176,162,0,76,64,44,61
0007CD81D3,39,52,27,186,179,76,0,26,68,157
0007CDEAA7,46,52,7,44,179,64,26,0,49,9
0007CDEEE2,149,257,29,57,159,44,68,49,0,58
0007CE0327,18,81,153,64,93,61,157,9,58,0
