ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,4.10127211869542,0.141595246719996,2.0436234646337,1.68935797855889,7.08657687020422,0.835732822939997,0.698745206390855,3.25501661321913,0.299865867023718
0007ACA781,3.53583605988243,0,0.683953105162906,0.723659197291457,1.27347677557495,1.02396913818649,0.586909034865796,0.77275268763285,2.94940722641971,2.02127526435277
0007CB2224,0.199184449373229,1.05374757084697,0,0.317759374130315,2.0169249058663,2.13557733079401,1.288579234527,0.237093343860587,0.298737463141554,3.2947946458012
0007CD38E5,1.93361243171344,0.795434319063351,0.230957507403143,0,3.3200262749627,9.03435294272296,2.22755941988527,1.37074369637492,0.670321541400109,0.89828067136512
0007CD72E3,1.40043831477443,1.22166900787352,1.34643565217561,2.90064814969082,0,3.36098839480537,1.88124640665025,1.76906607567709,2.95444914438475,1.10522257382859
0007CD7FB2,6.6277317042088,1.11265152491275,1.48440677027673,8.92933861061969,3.80369470161694,0,2.43807795796574,2.0998726717737,0.686869707780974,2.29804123722919
0007CD81D3,0.9263050596197,0.748926922279242,1.09775946987492,2.60478817379364,2.48816168926581,2.88271509218566,0,0.576799714178021,1.17252123521512,2.23638856073891
0007CDEAA7,0.869489642838307,1.09051898180752,0.217620522708985,1.76933047522232,2.5743164062642,2.77118186077925,0.625541823023554,0,0.839296839571679,0.139403324838939
0007CDEEE2,2.78110255881314,2.92248766395251,0.203917364835101,0.604378410309723,3.05170572542774,0.626442141312606,0.911509905742554,0.590628644407006,0,0.561218651766994
0007CE0327,0.243621043653017,2.36140512098253,2.56809183929212,0.956512205948251,1.34257281835664,2.47552072626362,2.0326664022928,0.108575391302277,0.661386512972252,0
