ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,29,5,51,19,22,22,45,11,3
0007ACA781,59,0,3,33,41,15,20,22,30,7
0007CB2224,14,8,0,22,58,20,18,5,9,21
0007CD38E5,45,21,8,0,88,47,115,8,26,8
0007CD72E3,26,30,29,107,0,43,95,59,21,17
0007CD7FB2,58,38,21,105,107,0,55,33,17,21
0007CD81D3,20,15,8,143,114,31,0,7,18,36
0007CDEAA7,40,30,2,19,85,23,25,0,20,3
0007CDEEE2,17,33,1,36,38,22,29,16,0,11
0007CE0327,11,28,20,17,23,17,59,3,13,0
