ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,0.239128218200357,0.0469428007889547,0.0961071901191002,0.0168875297315664,0.145084314349348,0.0423416533407495,0.0576399982729588,0.0205309000414765,0.0579382994732882
0007ACA781,0.797229540239652,0,0.0550354361711434,0.141872518747243,0.0460754332313965,0.118596881959911,0.103038309114927,0.661888519493977,0.597642748513757,0.176260346124906
0007CB2224,0.016285753387163,0.0160336477185827,0,0.101190476190476,0.274923547400612,0.0683264397072859,0.0761315441841062,0.0480138835325877,0.0373980367758883,0.322516930022573
0007CD38E5,0.148126115407495,0.0655875605404028,0.128063863278615,0,0.118450560652396,0.403674832962137,0.546269901967601,0.0374336168559215,0.0368880945288452,0.197234762979684
0007CD72E3,0.0422367638310529,0.0345653836349732,0.707935952401784,0.1922143802382,0,0.306713331212217,0.361468400194674,0.27019558740987,0.436540854417254,0.0293453724604966
0007CD7FB2,0.155009773094246,0.0380066275809329,0.0751596815119432,0.279830172033524,0.131022765885151,0,0.0529868806521464,0.0591079832477008,0.0244366099820268,0.0393136764950858
0007CD81D3,0.0517549077929802,0.037777211317869,0.0958089071659811,0.433226731363035,0.176656472986748,0.0378284986814586,0,0.0201632053883684,0.0798769528549702,0.385722347629797
0007CDEAA7,0.113452876689045,0.390772368085649,0.0982248520710059,0.0478054697838553,0.212640163098879,0.108892777601018,0.0324688868803449,0,0.164938476427485,0.110607042557788
0007CDEEE2,0.0504801563695078,0.440759622737701,0.0946714498206317,0.0660092395167023,0.429153924566768,0.0562360801781736,0.160675797816867,0.206036008807909,0,0.181057185854025
0007CE0327,0.0523497917906007,0.0477695641091001,0.300026249015662,0.115626378473754,0.0106014271151886,0.14984126984127,0.285128276437461,0.0284840055632824,0.0665353242084888,0
