ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,6.02706144102804,47.8347892634783,20.0932215125424,48.6315124708197,12.3211530679762,65.8592580808823,18.04486755,56.2907954417391,58.436238202439
0007ACA781,6.02706144102804,0,64.0594011191667,53.465514378209,62.4948153293333,54.5765943563636,58.511581839697,33.1672864352381,15.2587205822222,66.2913351551316
0007CB2224,47.8347892634783,64.0594011191667,0,60.3555064114286,19.42408418048,51.3576212285714,56.4458308303846,71.0089052466667,51.7992011631034,28.8679248317647
0007CD38E5,20.0932215125424,53.465514378209,60.3555064114286,0,54.1215501287766,30.1710044922917,29.3820553590808,50.31172066875,58.5026093713636,56.5625110173563
0007CD72E3,48.6315124708197,62.4948153293333,19.42408418048,54.1215501287766,0,39.1911572897637,36.3548543760269,18.967991380849,27.4432466302247,55.1830164221229
0007CD7FB2,12.3211530679762,54.5765943563636,51.3576212285714,30.1710044922917,39.1911572897637,0,57.5025703989773,40.3965355292857,52.7057869626316,53.3754547854545
0007CD81D3,65.8592580808823,58.511581839697,56.4458308303846,29.3820553590808,36.3548543760269,57.5025703989773,0,55.8818645093023,57.4429672569307,28.9464480422314
0007CDEAA7,18.04486755,33.1672864352381,71.0089052466667,50.31172066875,18.967991380849,40.3965355292857,55.8818645093023,0,35.2592353653571,62.1479021035484
0007CDEEE2,56.2907954417391,15.2587205822222,51.7992011631034,58.5026093713636,27.4432466302247,52.7057869626316,57.4429672569307,35.2592353653571,0,29.2441447333553
0007CE0327,58.436238202439,66.2913351551316,28.8679248317647,56.5625110173563,55.1830164221229,53.3754547854545,28.9464480422314,62.1479021035484,29.2441447333553,0
