ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,29,0,14,0,64,0,14,24,14
0007CB3491,29,0,34,133,12,82,18,71,97,151
0007CB4837,0,34,0,78,5,20,7,21,53,41
0007CB6AB4,14,133,78,0,9,97,130,92,426,182
0007CD5116,0,12,5,9,0,22,43,5,45,22
0007CDE223,64,82,20,97,22,0,4,89,115,137
0007CDE4F0,0,18,7,130,43,4,0,15,23,38
0007CDEAA7,14,71,21,92,5,89,15,0,58,48
0007CDEC0B,24,97,53,426,45,115,23,58,0,181
0007CDEEE2,14,151,41,182,22,137,38,48,181,0
