ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,1.69836456999446,0.779786208286613,0.328829906475607,0.950383213632063,1.83291424353578,0,0.667355978919037,0.32887731176099,0.425899978123651
0007CB3491,1.07597102224939,0,1.91383555038806,3.69775288932697,0.75958662077867,0.892119348205087,0.487364810369592,1.41490348231082,0.96927386243254,2.6325331407965
0007CB4837,0.428120509038306,1.38003770948799,0,23.7797006906025,1.33508139842734,0.215343434108823,0.346993729293238,1.65766661640493,1.84964163904141,1.0757773125453
0007CB6AB4,0.176648665424034,2.48755419529119,21.6440478030657,0,0.459020184721121,0.521462956148908,2.36881153850849,2.05288762765243,2.49398510531008,1.98841049028919
0007CD5116,0.852148269220665,1.0851457329781,2.42445990815367,0.832689909678444,0,1.36694622537387,16.1053838919757,0.545576492392948,0.444611802203892,0.837728986257117
0007CDE223,1.29488173714066,1.04761964125745,0.334609990422007,0.853889342516921,1.05597194397971,0,0.172272374142053,0.941430103871925,0.438589775554505,1.03095316345077
0007CDE4F0,0,0.638020625488789,0.575354537408393,4.09157154950008,13.8865631946875,0.194048912767381,0,0.628770067660493,0.254866164751772,1.26831224593873
0007CDEAA7,0.439022279342058,1.61927642373941,2.53308418181785,3.31502107259897,0.411878965283873,0.916418001323881,0.511830360227262,0,0.875364008247361,0.890701606577285
0007CDEC0B,0.188558644385914,0.787416214538983,2.12357466058871,3.12736511943907,0.266809792855123,0.310545884276361,0.166028954775974,0.632858202487748,0,1.28030867806851
0007CDEEE2,0.248569900161271,2.23248773058146,1.29040853777916,2.59652462768335,0.514236489866543,0.756879128817792,0.851512718295991,0.668536270416904,1.34075226959503,0
