ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,40,32,22,7,83,0,12,29,29
0007CB3491,40,0,91,194,13,89,19,67,132,267
0007CB4837,32,91,0,397,43,39,20,79,229,156
0007CB6AB4,22,194,397,0,22,96,184,152,565,319
0007CD5116,7,13,43,22,0,27,93,8,24,23
0007CDE223,83,89,39,96,27,0,11,73,108,201
0007CDE4F0,0,19,20,184,93,11,0,12,31,88
0007CDEAA7,12,67,79,152,8,73,12,0,106,89
0007CDEC0B,29,132,229,565,24,108,31,106,0,455
0007CDEEE2,29,267,156,319,23,201,88,89,455,0
