ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,87,39,9,33,49,74,12,35,20
0007CB2224,87,0,58,9,65,74,257,18,44,94
0007CB3491,39,58,0,10,26,44,42,8,10,16
0007CB4837,9,9,10,0,11,14,18,2,9,6
0007CD72E3,33,65,26,11,0,55,77,12,28,33
0007CD77C5,49,74,44,14,55,0,97,29,300,37
0007CDE223,74,257,42,18,77,97,0,27,33,59
0007CDEC0B,12,18,8,2,12,29,27,0,6,16
0007CDEEE2,35,44,10,9,28,300,33,6,0,28
0007CE0327,20,94,16,6,33,37,59,16,28,0
