ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,11,6,1,8,11,11,1,6,0
0007CB2224,23,0,46,8,33,21,37,0,11,5
0007CB3491,4,20,0,3,22,6,12,1,8,0
0007CB4837,1,6,4,0,2,3,1,0,0,0
0007CD72E3,2,15,16,3,0,19,4,2,9,2
0007CD77C5,11,13,12,7,13,0,18,11,49,2
0007CDE223,2,14,13,5,6,23,0,3,11,3
0007CDEC0B,0,0,2,3,2,1,5,0,1,2
0007CDEEE2,5,9,3,2,9,47,14,0,0,5
0007CE0327,0,4,2,0,2,7,3,0,11,0
