ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,801.433333333333,365.966666666666,954.833333333334,192.133333333333,968.833333333333,74.9333333333332,192.666666666666,306.5,732.033333333333
0007CB1E1F,801.433333333333,0,484.6,676.4,566.766666666666,667.733333333333,278.433333333333,337.266666666666,613.9,1421.06666666666
0007CB2183,365.966666666666,484.6,0,382.566666666667,316.266666666666,857.933333333333,56.1000000000001,252.333333333333,310.9,955.633333333333
0007CB2277,954.833333333334,676.4,382.566666666667,0,447.033333333333,928.733333333334,444.133333333333,365.966666666667,603.866666666667,1773.5
0007CB3D9B,192.133333333333,566.766666666666,316.266666666666,447.033333333333,0,693.433333333334,598.933333333333,624.666666666666,1017.33333333333,3083.76666666667
0007CB3F5E,968.833333333333,667.733333333333,857.933333333333,928.733333333334,693.433333333334,0,595.533333333333,813.766666666667,797.366666666667,1379.1
0007CB6BC3,74.9333333333332,278.433333333333,56.1000000000001,444.133333333333,598.933333333333,595.533333333333,0,454,142.366666666667,804.333333333333
0007F2945F,192.666666666666,337.266666666666,252.333333333333,365.966666666667,624.666666666666,813.766666666667,454,0,805.566666666667,1488.7
0007F2B8A6,306.5,613.9,310.9,603.866666666667,1017.33333333333,797.366666666667,142.366666666667,805.566666666667,0,2357.23333333333
0007F2E455,732.033333333333,1421.06666666666,955.633333333333,1773.5,3083.76666666667,1379.1,804.333333333333,1488.7,2357.23333333333,0
