ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,2.05803921568627,1.73333333333333,2.17260726072607,1.70454545454545,2.48085106382979,2.35507246376811,2.24545454545454,1.97692307692308,1.52291666666667
0007CB1E1F,2.05803921568627,0,2.09059829059829,3.28333333333333,1.85365853658536,1.86052631578947,1.88558558558559,2.56380952380952,3.56581196581197,2.32222222222222
0007CB2183,1.73333333333333,2.09059829059829,0,1.8,1.3,1.68541666666667,2.32820512820513,1.84385964912281,2.21923076923077,1.94533333333333
0007CB2277,2.17260726072607,3.28333333333333,1.8,0,6.49787234042553,3.26438356164384,1.94086021505376,2.4984126984127,2.05555555555556,3.42291666666667
0007CB3D9B,1.70454545454545,1.85365853658536,1.3,6.49787234042553,0,2.83821138211382,2.72786885245901,1.85802469135803,5.16047619047619,2.66845238095238
0007CB3F5E,2.48085106382979,1.86052631578947,1.68541666666667,3.26438356164384,2.83821138211382,0,2.32291666666667,2.52018779342723,3.48617886178862,2.34646464646464
0007CB6BC3,2.35507246376811,1.88558558558559,2.32820512820513,1.94086021505376,2.72786885245901,2.32291666666667,0,2.15411764705882,2.23504273504274,2.21736111111111
0007F2945F,2.24545454545454,2.56380952380952,1.84385964912281,2.4984126984127,1.85802469135803,2.52018779342723,2.15411764705882,0,2.98378378378378,2.67840375586854
0007F2B8A6,1.97692307692308,3.56581196581197,2.21923076923077,2.05555555555556,5.16047619047619,3.48617886178862,2.23504273504274,2.98378378378378,0,1.94924242424242
0007F2E455,1.52291666666667,2.32222222222222,1.94533333333333,3.42291666666667,2.66845238095238,2.34646464646464,2.21736111111111,2.67840375586854,1.94924242424242,0
