ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,85,7,101,22,94,23,11,13,16
0007CB1E1F,85,0,39,120,41,38,37,35,39,24
0007CB2183,7,39,0,27,9,64,13,19,52,25
0007CB2277,101,120,27,0,47,73,62,42,51,48
0007CB3D9B,22,41,9,47,0,82,122,27,70,168
0007CB3F5E,94,38,64,73,82,0,160,71,41,66
0007CB6BC3,23,37,13,62,122,160,0,85,39,48
0007F2945F,11,35,19,42,27,71,85,0,74,71
0007F2B8A6,13,39,52,51,70,41,39,74,0,88
0007F2E455,16,24,25,48,168,66,48,71,88,0
