ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,21.916617679454,60.3621271675824,19.3828171556024,69.1141452897059,27.6840190409,59.0849937964286,58.7095379079166,58.9046446064706,49.9047165335537
0007CB1E1F,21.916617679454,0,40.921533880567,43.2990925113734,59.9773265435948,58.3069138128572,67.0868093152577,61.5793448964844,54.9181587362329,51.3576392838462
0007CB2183,60.3621271675824,40.921533880567,0,54.0554058096273,62.8492496090654,32.105525829551,64.0437259293548,53.4443320968628,41.1145946019084,53.594550256935
0007CB2277,19.3828171556024,43.2990925113734,54.0554058096273,0,58.3031707201562,47.3631750488855,41.5962151152631,63.6589669893549,55.5652322376684,46.8854889124151
0007CB3D9B,69.1141452897059,59.9773265435948,62.8492496090654,58.3031707201562,0,61.0162126606364,30.121212748249,59.6000533063158,43.8782416410801,29.1189317957113
0007CB3F5E,27.6840190409,58.3069138128572,32.105525829551,47.3631750488855,61.0162126606364,0,26.8489331621519,43.0466809929148,53.0219416612359,51.090148094717
0007CB6BC3,59.0849937964286,67.0868093152577,64.0437259293548,41.5962151152631,30.121212748249,26.8489331621519,0,35.8708385251412,58.2780728880556,53.1180980270881
0007F2945F,58.7095379079166,61.5793448964844,53.4443320968628,63.6589669893549,59.6000533063158,43.0466809929148,35.8708385251412,0,50.1735142818615,37.0319542046311
0007F2B8A6,58.9046446064706,54.9181587362329,41.1145946019084,55.5652322376684,43.8782416410801,53.0219416612359,58.2780728880556,50.1735142818615,0,41.647946987744
0007F2E455,49.9047165335537,51.3576392838462,53.594550256935,46.8854889124151,29.1189317957113,51.090148094717,53.1180980270881,37.0319542046311,41.647946987744,0
