ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,136,23,75,10,76,2,25,25,22
0007CB1E1F,136,0,59,24,33,32,13,40,31,44
0007CB2183,23,59,0,14,16,75,3,22,6,23
0007CB2277,75,24,14,0,2,37,5,13,10,21
0007CB3D9B,10,33,16,2,0,23,39,23,44,148
0007CB3F5E,76,32,75,37,23,0,26,18,18,29
0007CB6BC3,2,13,3,5,39,26,0,53,12,18
0007F2945F,25,40,22,13,23,18,53,0,40,78
0007F2B8A6,25,31,6,10,44,18,12,40,0,51
0007F2E455,22,44,23,21,148,29,18,78,51,0
