ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,33,18,63,17,66,9,6,10,51
0007CB1E1F,33,0,29,48,20,40,28,19,17,62
0007CB2183,18,29,0,103,36,56,10,24,44,135
0007CB2277,63,48,103,0,103,111,87,64,71,268
0007CB3D9B,17,20,36,103,0,59,74,30,86,252
0007CB3F5E,66,40,56,111,59,0,80,32,36,118
0007CB6BC3,9,28,10,87,74,80,0,27,18,102
0007F2945F,6,19,24,64,30,32,27,0,80,146
0007F2B8A6,10,17,44,71,86,36,18,80,0,200
0007F2E455,51,62,135,268,252,118,102,146,200,0
