ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,1.97254901960784,11.3555555555556,1.64607843137255,0,4.89310344827586,1.33333333333333,1.55555555555556,1.91666666666667,1.85333333333333
0007CB1E1F,1.97254901960784,0,2.51196581196581,1.85,9.71904761904762,1.74848484848485,1.34166666666667,1.60740740740741,3.29242424242424,0
0007CB2183,11.3555555555556,2.51196581196581,0,1.76666666666667,1.8,6.58115942028985,1.65555555555556,1.86666666666667,0,1.97407407407407
0007CB2277,1.64607843137255,1.85,1.76666666666667,0,0,2.825,0,1.46666666666667,2.91666666666667,1.8
0007CB3D9B,0,9.71904761904762,1.8,0,0,1.18,1.58666666666667,2.93333333333333,2.36410256410256,3.12619047619048
0007CB3F5E,4.89310344827586,1.74848484848485,6.58115942028985,2.825,1.18,0,1.51025641025641,1.45833333333333,1.73666666666667,4.40833333333333
0007CB6BC3,1.33333333333333,1.34166666666667,1.65555555555556,0,1.58666666666667,1.51025641025641,0,1.77179487179487,1.66111111111111,2.10952380952381
0007F2945F,1.55555555555556,1.60740740740741,1.86666666666667,1.46666666666667,2.93333333333333,1.45833333333333,1.77179487179487,0,5.87333333333333,1.39333333333333
0007F2B8A6,1.91666666666667,3.29242424242424,0,2.91666666666667,2.36410256410256,1.73666666666667,1.66111111111111,5.87333333333333,0,2.92051282051282
0007F2E455,1.85333333333333,0,1.97407407407407,1.8,3.12619047619048,4.40833333333333,2.10952380952381,1.39333333333333,2.92051282051282,0
