ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,140,46,160,37,158,25,36,69,167
0007CB1E1F,140,0,94,81,86,102,54,65,81,255
0007CB2183,46,94,0,49,43,82,11,38,73,143
0007CB2277,160,81,49,0,40,120,31,44,96,185
0007CB3D9B,37,86,43,40,0,97,103,95,132,483
0007CB3F5E,158,102,82,120,97,0,91,115,98,233
0007CB6BC3,25,54,11,31,103,91,0,70,37,144
0007F2945F,36,65,38,44,95,115,70,0,113,228
0007F2B8A6,69,81,73,96,132,98,37,113,0,290
0007F2E455,167,255,143,185,483,233,144,228,290,0
