ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,2.20579780736906,0.285257092879016,3.40343512532363,0.803785922336572,1.71483391531719,1.22980399844187,0,0,0
0007CB1E1F,2.20579780736906,0,1.49134018003465,1.13411993321652,0.960036137641731,0.158970866864314,0.161106007347031,0,2.387642504494,1.72091336545653
0007CB2183,0.285257092879016,1.49134018003465,0,0.827251357144022,0.116323316105152,1.56231576753216,1.47140902155713,0,1.29630365159251,1.84709530419113
0007CB2277,3.40343512532363,1.13411993321652,0.827251357144022,0,0,2.27725873860797,0.782380156895355,0.443105979383194,0.482074084059164,0.595723231605951
0007CB3D9B,0.803785922336572,0.960036137641731,0.116323316105152,0,0,1.15567188634789,1.75342279451744,0.383713428300113,2.15253603778142,1.32983541035843
0007CB3F5E,1.71483391531719,0.158970866864314,1.56231576753216,2.27725873860797,1.15567188634789,0,1.42462638144838,1.36739451480694,0.853045217043955,0.625707261286325
0007CB6BC3,1.22980399844187,0.161106007347031,1.47140902155713,0.782380156895355,1.75342279451744,1.42462638144838,0,2.22948549034293,0.628632929730092,0.614172504858795
0007F2945F,0,0,0,0.443105979383194,0.383713428300113,1.36739451480694,2.22948549034293,0,1.32438694711761,2.5041215916551
0007F2B8A6,0,2.387642504494,1.29630365159251,0.482074084059164,2.15253603778142,0.853045217043955,0.628632929730092,1.32438694711761,0,1.43918736334616
0007F2E455,0,1.72091336545653,1.84709530419113,0.595723231605951,1.32983541035843,0.625707261286325,0.614172504858795,2.5041215916551,1.43918736334616,0
