ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0.126037049664735,0.0191271083289862,0.0663430420711975,0.00974811176842654,0,0.0338124572210815,0.0453493265993267,0.0461068900577958,0.0385826320911328
0007CB1E1F,0.152063622651858,0,0.0379064510519909,0.0636046801095344,0.0319232057149235,0,0.0713894592744696,0.124579124579125,0.0511721540359762,0
0007CB2183,0.00754147812971341,0.012387771337652,0,0,0.00364624027979312,0.0848784507622579,0,0.0124158249158249,0,0.0172877669013681
0007CB2277,0.0730837789661321,0.0580747812251391,0,0,0.00476243628381143,0,0.0712525667351129,0.0848063973063974,0.135723098902526,0.0580456809204877
0007CB3D9B,0.0179624297271356,0.0487555404023184,0.0170405146930968,0.00796614388847397,0,0.0590578217277845,0.214989733059548,0.0417718855218854,0.0377946619910384,0.337397675882993
0007CB3F5E,0,0,0.214919144496609,0,0.031997618781858,0,0.129363449691992,0.039351851851852,0.0264952269627898,0.0182036750815731
0007CB6BC3,0.0677361853832443,0.118536197295147,0,0.12957430918596,0.233731443241433,0.259579728059333,0,0.077861952861953,0.0610429248652511,0
0007F2945F,0.0590977649801181,0.134560745539266,0.041036341505825,0.100323624595469,0.0295419875730178,0.0513665705260268,0.0506502395619439,0,0.142087148516138,0.0183181636040987
0007F2B8A6,0.0486768133826956,0.0447778156608704,0,0.130072193178989,0.0216542024779551,0.0280181293778327,0.0321697467488023,0.115109427609428,0,0.0344610452802105
0007F2E455,0.0462086932675167,0,0.0525126065032168,0.0631067961165048,0.21929530825613,0.0218376596621343,0,0.0168350168350168,0.0390934476264691,0
