ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,82,1,0,73,0,12,55,24,26
0007CB7051,37,0,0,1,23,0,5,32,9,3
0007CD5116,4,0,0,1,0,0,1,0,0,3
0007CD765E,0,4,2,0,0,0,2,0,3,1
0007CD86B3,53,28,1,0,0,0,8,16,7,28
0007CDAD6B,0,0,0,0,0,0,0,0,0,0
0007CDADED,21,12,0,2,9,0,0,43,7,15
0007CDC395,46,34,1,0,25,0,39,0,13,14
0007CDC443,12,21,0,1,13,0,3,17,0,1
0007CDE4F0,21,13,13,0,39,0,23,35,6,0
