ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,131,349,73,142,76,279,204,162,182
0007CB0942,131,0,38,210,73,143,502,277,218,98
0007CB2302,349,38,0,143,107,20,134,87,38,67
0007CB30A6,73,210,143,0,37,61,125,98,82,69
0007CB3713,142,73,107,37,0,384,263,110,175,246
0007CB47A6,76,143,20,61,384,0,406,309,390,415
0007CDDBAF,279,502,134,125,263,406,0,1076,468,310
0007CDE223,204,277,87,98,110,309,1076,0,570,346
0007CDEC0B,162,218,38,82,175,390,468,570,0,211
0007CE0327,182,98,67,69,246,415,310,346,211,0
