ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,16.7667261445455,69.3644104285714,60.6130185884615,0,16.8537752216216,0,61.0175251307692,34.4624499116667,64.1462613542857
0007CB3491,16.7667261445455,0,61.0607757042553,59.5918954262172,64.09076525,52.2036209150235,66.3241135533333,41.4102514060811,58.3188139018691,33.9605123487889
0007CB4837,69.3644104285714,61.0607757042553,0,54.975346623125,15.022719147619,70.0773495979167,42.3805220166667,61.1076853307693,47.7904540622222,48.27264518
0007CB6AB4,60.6130185884615,59.5918954262172,54.975346623125,0,55.32215609375,60.3610581824373,28.2058535494318,51.4917312876777,30.7021268521063,58.9400951914815
0007CD5116,0,64.09076525,15.022719147619,55.32215609375,0,29.1276669911765,8.85146421428573,68.3027208833333,58.3291728684211,53.8212137666667
0007CDE223,16.8537752216216,52.2036209150235,70.0773495979167,60.3610581824373,29.1276669911765,0,45.1239897714286,46.7309605379147,60.77482505,34.0096453634868
0007CDE4F0,0,66.3241135533333,42.3805220166667,28.2058535494318,8.85146421428573,45.1239897714286,0,68.1372508583333,61.4384085419355,34.8465705194445
0007CDEAA7,61.0175251307692,41.4102514060811,61.1076853307693,51.4917312876777,68.3027208833333,46.7309605379147,68.1372508583333,0,57.4133406639456,67.1816995734375
0007CDEC0B,34.4624499116667,58.3188139018691,47.7904540622222,30.7021268521063,58.3291728684211,60.77482505,61.4384085419355,57.4133406639456,0,29.0157966
0007CDEEE2,64.1462613542857,33.9605123487889,48.27264518,58.9400951914815,53.8212137666667,34.0096453634868,34.8465705194445,67.1816995734375,29.0157966,0
