ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,110,7,52,0,148,0,26,60,35
0007CB3491,110,0,47,267,12,213,15,148,214,289
0007CB4837,7,47,0,160,21,48,12,39,135,60
0007CB6AB4,52,267,160,0,16,279,176,211,1092,270
0007CD5116,0,12,21,16,0,34,49,6,38,21
0007CDE223,148,213,48,279,34,0,7,211,316,304
0007CDE4F0,0,15,12,176,49,7,0,12,31,36
0007CDEAA7,26,148,39,211,6,211,12,0,147,64
0007CDEC0B,60,214,135,1092,38,316,31,147,0,430
0007CDEEE2,35,289,60,270,21,304,36,64,430,0
