ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,0.0210829382368016,0.0175106876329131,0.016325952170062,0.0255256728767774,0.0243003112879094,0.0304183702044246,0.0531001589825119
0007CD38E5,0.165285364475419,0,0.258173473709952,0.279374077354591,0.0805179511283049,0.19035362022875,0.178258190982918,0.157587310897671
0007CD81D3,0.211704458464219,0.369926011669195,0,0.458569825804547,0.274635993161475,0.22132286725237,0.308538784654158,0.310449206925778
0007CD86B3,0.182456510835995,0.370035508141845,0.423896193499649,0,0.14113496789922,0.162380253426649,0.257733968076169,0.291441441441441
0007CDC395,0.135189845716161,0.0521109355691469,0.123376112976686,0.0719763802775317,0,0.203546129464571,0.168300196023523,0.176283696263167
0007CDC91B,0.187493161177372,0.182874751677642,0.150598463775584,0.125120755831119,0.296530636489006,0,0.263946233548026,0.134394017156683
0007CDDBAF,0.36396272734472,0.271641977819143,0.325683506329612,0.297077059344553,0.388024317051377,0.417717883809483,0,0.228245892951775
0007CE0327,0.101555769523134,0.0361844689614923,0.0379383102951317,0.052723664531963,0.0536322403152651,0.0328404381113912,0.035795615099483,0
