ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,63,4,56,5,36,104,40,66,52
0007CB0942,63,0,9,33,15,44,60,24,69,108
0007CB30A6,4,9,0,32,2,39,21,26,13,5
0007CB486D,56,33,32,0,2,100,73,97,103,28
0007CD5116,5,15,2,2,0,0,4,16,18,6
0007CD86B3,36,44,39,100,0,0,104,102,94,82
0007CDC91B,104,60,21,73,4,104,0,107,83,49
0007CDDBAF,40,24,26,97,16,102,107,0,120,55
0007CDE223,66,69,13,103,18,94,83,120,0,40
0007CDEC0B,52,108,5,28,6,82,49,55,40,0
