ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,18,47,72,0,41,95,51,84,31
0007CB0942,18,0,36,22,0,30,31,39,45,60
0007CB30A6,47,36,0,57,9,54,66,21,26,12
0007CB486D,72,22,57,0,0,74,66,78,64,38
0007CD5116,0,0,9,0,0,0,8,8,6,15
0007CD86B3,41,30,54,74,0,0,100,123,92,109
0007CDC91B,95,31,66,66,8,100,0,107,70,61
0007CDDBAF,51,39,21,78,8,123,107,0,94,73
0007CDE223,84,45,26,64,6,92,70,94,0,53
0007CDEC0B,31,60,12,38,15,109,61,73,53,0
