ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,13.9,1.66666666666667,129.433333333333,0,49.4666666666667,21,95.7333333333333,76.5333333333333,37.4666666666667
0007CB0942,13.9,0,11.6,66.3666666666667,0,25.9666666666667,34.2,45.4666666666667,90.4666666666667,99.1333333333333
0007CB30A6,1.66666666666667,11.6,0,133.133333333333,0,62.0666666666667,75.9,40.3666666666667,15.6666666666667,18.0666666666667
0007CB486D,129.433333333333,66.3666666666667,133.133333333333,0,23.5666666666667,222.633333333333,156.4,587.166666666667,134,273.966666666667
0007CD5116,0,0,0,23.5666666666667,0,10.3666666666667,0,30.4666666666667,0,7.63333333333333
0007CD86B3,49.4666666666667,25.9666666666667,62.0666666666667,222.633333333333,10.3666666666667,0,159.333333333333,311.9,117.633333333333,258.6
0007CDC91B,21,34.2,75.9,156.4,0,159.333333333333,0,230.666666666667,111.5,87.2333333333333
0007CDDBAF,95.7333333333333,45.4666666666667,40.3666666666667,587.166666666667,30.4666666666667,311.9,230.666666666667,0,335.833333333333,323.9
0007CDE223,76.5333333333333,90.4666666666667,15.6666666666667,134,0,117.633333333333,111.5,335.833333333333,0,66.1333333333333
0007CDEC0B,37.4666666666667,99.1333333333333,18.0666666666667,273.966666666667,7.63333333333333,258.6,87.2333333333333,323.9,66.1333333333333,0
