ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.466165413533835,0.432692307692308,0.540540540540541,0.60655737704918,0.433497536945813,0.506172839506173,0.466666666666667,0.5,0.469135802469136
0007CB0AD4,0.533834586466165,0,0.5,0.377358490566038,0.614035087719298,0.608247422680412,0.416666666666667,0.583333333333333,0.573529411764706,0.408163265306122
0007CB2ED2,0.567307692307692,0.5,0,0.540816326530612,0.671232876712329,0.497652582159624,0.297872340425532,0.535483870967742,0.591836734693878,0.415584415584416
0007CB321B,0.459459459459459,0.622641509433962,0.459183673469388,0,0.533333333333333,0.555555555555556,0.368421052631579,0.586206896551724,0.622222222222222,0.470588235294118
0007CB39C9,0.39344262295082,0.385964912280702,0.328767123287671,0.466666666666667,0,0.314285714285714,0.454545454545455,0.388888888888889,0.390625,0.375
0007CB464C,0.566502463054187,0.391752577319588,0.502347417840376,0.444444444444444,0.685714285714286,0,0.506329113924051,0.524475524475524,0.575,0.393939393939394
0007F2B770,0.493827160493827,0.583333333333333,0.702127659574468,0.631578947368421,0.545454545454545,0.493670886075949,0,0.613207547169811,0.530612244897959,0.476923076923077
0007F2B957,0.533333333333333,0.416666666666667,0.464516129032258,0.413793103448276,0.611111111111111,0.475524475524476,0.386792452830189,0,0.73469387755102,0.45
0007F2BA9B,0.5,0.426470588235294,0.408163265306122,0.377777777777778,0.609375,0.425,0.469387755102041,0.26530612244898,0,0.655172413793103
0007F2CA05,0.530864197530864,0.591836734693878,0.584415584415584,0.529411764705882,0.625,0.606060606060606,0.523076923076923,0.55,0.344827586206897,0
