ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,5.03453424212918,4.91483942414175,3.72380952380953,5.26793248945148,4.07786187322611,4.97963404932379,7.48344594594594,1.95326086956522,5.2987012987013
0007CB0AD4,5.03453424212918,0,3.37728272827283,3.05479166666667,6.47632058287796,4.60674373795761,3.628927680798,6.07777777777778,2.12394366197183,5.06805970149254
0007CB2ED2,4.91483942414175,3.37728272827283,0,3.15878220140515,5.4120067170445,4.18593272171254,4.04276595744681,5.49168253968254,2.3810650887574,4.15
0007CB321B,3.72380952380953,3.05479166666667,3.15878220140515,0,3.21584699453552,2.90371621621621,3.18454301075269,4.36180733162831,2.22916666666667,2.94640522875817
0007CB39C9,5.26793248945148,6.47632058287796,5.4120067170445,3.21584699453552,0,4.48016112789527,3.87767489711934,4.91434262948207,2.00772357723577,5.32117117117117
0007CB464C,4.07786187322611,4.60674373795761,4.18593272171254,2.90371621621621,4.48016112789527,0,2.60989729225023,5.49390905298289,2.03333333333333,3.72951167728238
0007F2B770,4.97963404932379,3.628927680798,4.04276595744681,3.18454301075269,3.87767489711934,2.60989729225023,0,5.22408026755853,1.83597122302158,2.1387314439946
0007F2B957,7.48344594594594,6.07777777777778,5.49168253968254,4.36180733162831,4.91434262948207,5.49390905298289,5.22408026755853,0,2.49736842105263,5.74882005899705
0007F2BA9B,1.95326086956522,2.12394366197183,2.3810650887574,2.22916666666667,2.00772357723577,2.03333333333333,1.83597122302158,2.49736842105263,0,2.17063492063492
0007F2CA05,5.2987012987013,5.06805970149254,4.15,2.94640522875817,5.32117117117117,3.72951167728238,2.1387314439946,5.74882005899705,2.17063492063492,0
