ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,107,23,59,61,84,34,27,23,41
0007ACA781,107,0,24,67,90,44,99,21,144,76
0007CB2224,23,24,0,21,125,56,26,3,29,102
0007CD38E5,59,67,21,0,188,96,359,16,66,87
0007CD72E3,61,90,125,188,0,127,297,106,178,179
0007CD7FB2,84,44,56,96,127,0,88,14,38,88
0007CD81D3,34,99,26,359,297,88,0,43,101,242
0007CDEAA7,27,21,3,16,106,14,43,0,28,31
0007CDEEE2,23,144,29,66,178,38,101,28,0,152
0007CE0327,41,76,102,87,179,88,242,31,152,0
