ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,88,4,59,8,40,19,15,10,12
0007ACA781,88,0,4,53,57,11,44,40,111,7
0007CB2224,4,4,0,6,25,0,0,2,12,33
0007CD38E5,59,53,6,0,81,28,332,27,70,46
0007CD72E3,8,57,25,81,0,16,107,57,58,26
0007CD7FB2,40,11,0,28,16,0,11,6,19,12
0007CD81D3,19,44,0,332,107,11,0,15,71,166
0007CDEAA7,15,40,2,27,57,6,15,0,29,12
0007CDEEE2,10,111,12,70,58,19,71,29,0,98
0007CE0327,12,7,33,46,26,12,166,12,98,0
