"","start_frame","focal","partner","focal_smooth","partner_smooth","day","group","approacher_smooth"
"1",1763422,"0007AC2B02","0007CB0942",276.247958689712,NA,"5",1,NA
"2",1763515,"0007AC2B02","0007CB0942",186.678336399064,230.606142053776,"5",1,"0007CB0942"
"3",1763679,"0007AC2B02","0007CB0942",63.7612386896253,87.9049976630901,"5",1,"0007CB0942"
"4",1763779,"0007AC2B02","0007CB0942",124.100764381383,56.0219211228413,"5",1,"0007AC2B02"
"5",1764943,"0007AC2B02","0007CB0942",14.7280516498504,347.700757222861,"5",1,"0007CB0942"
"6",2308870,"0007AC2B02","0007CB0942",586.675747390404,NA,"5",1,NA
"7",2309841,"0007AC2B02","0007CB0942",187.789644286678,NA,"5",1,NA
"8",922926,"0007AC2B02","0007CB44CE",54.732239611622,278.255410989944,"5",1,"0007CB44CE"
"9",923047,"0007AC2B02","0007CB44CE",33.2244509035985,134.984582495525,"5",1,"0007CB44CE"
"10",923269,"0007AC2B02","0007CB44CE",18.7279628367666,19.8255686814747,"5",1,"0007CB44CE"
"11",923309,"0007AC2B02","0007CB44CE",26.6216399567654,28.1610411700824,"5",1,"0007CB44CE"
"12",1115979,"0007AC2B02","0007CB44CE",138.961005327242,NA,"5",1,NA
"13",1512457,"0007AC2B02","0007CB44CE",300.141607678564,20.4101841078081,"5",1,"0007AC2B02"
"14",1512525,"0007AC2B02","0007CB44CE",338.045593373803,31.7743330058594,"5",1,"0007AC2B02"
"15",1517423,"0007AC2B02","0007CB44CE",29.7026898199975,NA,"5",1,NA
"16",1517484,"0007AC2B02","0007CB44CE",17.5003688271295,15.3516278591891,"5",1,"0007AC2B02"
"17",1517563,"0007AC2B02","0007CB44CE",51.8226811303997,40.6725650491167,"5",1,"0007AC2B02"
"18",1517732,"0007AC2B02","0007CB44CE",6.39150579316695,17.9033301905697,"5",1,"0007CB44CE"
"19",1517913,"0007AC2B02","0007CB44CE",19.3520144220077,82.678504991347,"5",1,"0007CB44CE"
"20",1518686,"0007AC2B02","0007CB44CE",40.3580423312037,44.9933353067377,"5",1,"0007CB44CE"
"21",1519295,"0007AC2B02","0007CB44CE",NA,NA,"5",1,NA
"22",1519497,"0007AC2B02","0007CB44CE",8.53056477633706,30.7178419069641,"5",1,"0007CB44CE"
"23",1519748,"0007AC2B02","0007CB44CE",13.5387864969572,NA,"5",1,NA
"24",1519948,"0007AC2B02","0007CB44CE",40.1863631915151,77.1886634000853,"5",1,"0007CB44CE"
"25",1548257,"0007AC2B02","0007CB44CE",60.7180771148491,NA,"5",1,NA
"26",1563489,"0007AC2B02","0007CB44CE",149.302211013278,NA,"5",1,NA
"27",1563531,"0007AC2B02","0007CB44CE",153.507295207245,5.47761540048319,"5",1,"0007AC2B02"
"28",1563658,"0007AC2B02","0007CB44CE",195.276257440593,37.7033727606985,"5",1,"0007AC2B02"
"29",1699709,"0007AC2B02","0007CB44CE",402.483116246454,186.787906238368,"5",1,"0007AC2B02"
"30",1700773,"0007AC2B02","0007CB44CE",280.040218484231,40.508955051523,"5",1,"0007AC2B02"
"31",1702394,"0007AC2B02","0007CB44CE",44.496300301275,19.2327248999209,"5",1,"0007AC2B02"
"32",1702506,"0007AC2B02","0007CB44CE",140.980150917245,70.9761205321991,"5",1,"0007AC2B02"
"33",1704679,"0007AC2B02","0007CB44CE",286.683074492282,8.86844130711111,"5",1,"0007AC2B02"
"34",1710566,"0007AC2B02","0007CB44CE",648.799224273496,3.94417775885631,"5",1,"0007AC2B02"
"35",1712759,"0007AC2B02","0007CB44CE",248.602139212145,8.52651265811115,"5",1,"0007AC2B02"
"36",1724702,"0007AC2B02","0007CB44CE",244.113835186512,16.5941543169507,"5",1,"0007AC2B02"
