"","start_frame","focal","partner","focal_smooth","partner_smooth","day","group","approacher_smooth"
"1",594225,"0007AC2B02","0007CB0942",NA,NA,"12",1,NA
"2",828608,"0007AC2B02","0007CB0942",20.5437975044546,269.012696822988,"12",1,"0007CB0942"
"3",829138,"0007AC2B02","0007CB0942",30.2965189411044,2.83467595694622,"12",1,"0007AC2B02"
"4",831945,"0007AC2B02","0007CB0942",60.365718570646,NA,"12",1,NA
"5",968014,"0007AC2B02","0007CB0942",NA,62.2002922011584,"12",1,NA
"6",997221,"0007AC2B02","0007CB0942",49.1275503394586,NA,"12",1,NA
"7",1203378,"0007AC2B02","0007CB0942",48.2444120363894,37.1925614892588,"12",1,"0007AC2B02"
"8",1203535,"0007AC2B02","0007CB0942",43.7903940549521,86.5227091512201,"12",1,"0007CB0942"
"9",1204315,"0007AC2B02","0007CB0942",182.573800118782,NA,"12",1,NA
"10",1549347,"0007AC2B02","0007CB0942",NA,16.0725266539511,"12",1,NA
"11",1552505,"0007AC2B02","0007CB0942",28.3104753724838,NA,"12",1,NA
"12",1552849,"0007AC2B02","0007CB0942",9.30584418607599,14.3424341556939,"12",1,"0007CB0942"
"13",1553372,"0007AC2B02","0007CB0942",36.5734328591069,36.8528436859617,"12",1,"0007CB0942"
"14",1553985,"0007AC2B02","0007CB0942",37.0825431496834,24.2683854222536,"12",1,"0007AC2B02"
"15",1554096,"0007AC2B02","0007CB0942",19.5153771381017,26.5586929135099,"12",1,"0007CB0942"
"16",1554228,"0007AC2B02","0007CB0942",19.7437480574508,21.8928602575346,"12",1,"0007CB0942"
"17",1554327,"0007AC2B02","0007CB0942",28.8568809141931,33.6800268663363,"12",1,"0007CB0942"
"18",1554373,"0007AC2B02","0007CB0942",26.5503308379058,51.7968587481196,"12",1,"0007CB0942"
"19",1554490,"0007AC2B02","0007CB0942",38.3884582597768,48.1841297801758,"12",1,"0007CB0942"
"20",1554755,"0007AC2B02","0007CB0942",43.354681745754,16.7915437443914,"12",1,"0007AC2B02"
"21",1558243,"0007AC2B02","0007CB0942",14.5480110102404,NA,"12",1,NA
"22",1558699,"0007AC2B02","0007CB0942",NA,48.3780331076274,"12",1,NA
"23",20221,"0007AC2B02","0007CB44CE",NA,11.0270928105983,"12",1,NA
"24",49586,"0007AC2B02","0007CB44CE",319.889240722189,37.3563025391636,"12",1,"0007AC2B02"
"25",50084,"0007AC2B02","0007CB44CE",231.076505116201,9.18319185310404,"12",1,"0007AC2B02"
"26",50369,"0007AC2B02","0007CB44CE",8.33814889217678,43.8220853235027,"12",1,"0007CB44CE"
"27",50427,"0007AC2B02","0007CB44CE",6.84062285777349,37.3399714155537,"12",1,"0007CB44CE"
"28",50947,"0007AC2B02","0007CB44CE",52.3470878206459,158.228970521623,"12",1,"0007CB44CE"
"29",51044,"0007AC2B02","0007CB44CE",27.4917109127472,17.9682033441333,"12",1,"0007AC2B02"
"30",51115,"0007AC2B02","0007CB44CE",33.0619013432201,12.6609377005958,"12",1,"0007AC2B02"
"31",51536,"0007AC2B02","0007CB44CE",NA,68.7727228107064,"12",1,NA
"32",51922,"0007AC2B02","0007CB44CE",54.6507731902319,80.6030487344709,"12",1,"0007CB44CE"
"33",52016,"0007AC2B02","0007CB44CE",57.3190260130792,30.5258785307168,"12",1,"0007AC2B02"
"34",52180,"0007AC2B02","0007CB44CE",97.2979511761322,60.2275017075231,"12",1,"0007AC2B02"
"35",548306,"0007AC2B02","0007CB44CE",NA,233.161392272003,"12",1,NA
"36",1404745,"0007AC2B02","0007CB44CE",429.902837973576,71.563367978023,"12",1,"0007AC2B02"
