"","start_frame","focal","partner","focal_smooth","partner_smooth","day","group","approacher_smooth"
"1",152801,"0007AC2B02","0007CB0942",267.865151248914,433.900070676013,"3",1,"0007CB0942"
"2",152891,"0007AC2B02","0007CB0942",310.015305480079,61.361130499678,"3",1,"0007AC2B02"
"3",450635,"0007AC2B02","0007CB0942",129.858212678897,NA,"3",1,NA
"4",612487,"0007AC2B02","0007CB0942",NA,136.202247148274,"3",1,NA
"5",613638,"0007AC2B02","0007CB0942",236.456590608921,119.743712223106,"3",1,"0007AC2B02"
"6",613964,"0007AC2B02","0007CB0942",13.6277828053295,216.577730759498,"3",1,"0007CB0942"
"7",614324,"0007AC2B02","0007CB0942",40.6633309900615,136.388243798576,"3",1,"0007CB0942"
"8",616280,"0007AC2B02","0007CB0942",63.0517929786289,83.1762059844939,"3",1,"0007CB0942"
"9",771411,"0007AC2B02","0007CB0942",73.2558553809977,192.223467756098,"3",1,"0007CB0942"
"10",1136730,"0007AC2B02","0007CB0942",41.255809748312,NA,"3",1,NA
"11",1457598,"0007AC2B02","0007CB0942",101.947467812789,359.61203529224,"3",1,"0007CB0942"
"12",1664419,"0007AC2B02","0007CB0942",38.0159845626504,239.392446227939,"3",1,"0007CB0942"
"13",1664548,"0007AC2B02","0007CB0942",99.1048633020004,102.956800385437,"3",1,"0007CB0942"
"14",1686919,"0007AC2B02","0007CB0942",14.9003344913029,319.810429906294,"3",1,"0007CB0942"
"15",1721693,"0007AC2B02","0007CB0942",256.815292577619,445.124060118762,"3",1,"0007CB0942"
"16",1736124,"0007AC2B02","0007CB0942",57.3234530390855,401.095003258561,"3",1,"0007CB0942"
"17",2060104,"0007AC2B02","0007CB0942",87.2607800653283,NA,"3",1,NA
"18",149865,"0007AC2B02","0007CB44CE",173.176014805567,177.697161170095,"3",1,"0007CB44CE"
"19",941981,"0007AC2B02","0007CB44CE",NA,325.7220971536,"3",1,NA
"20",1073924,"0007AC2B02","0007CB44CE",NA,64.7280128825109,"3",1,NA
"21",1074017,"0007AC2B02","0007CB44CE",273.686138525681,252.027559561894,"3",1,"0007AC2B02"
"22",1080161,"0007AC2B02","0007CB44CE",472.231547015507,293.213511709805,"3",1,"0007AC2B02"
"23",1096672,"0007AC2B02","0007CB44CE",41.4014111267059,NA,"3",1,NA
"24",1096917,"0007AC2B02","0007CB44CE",98.5923838608844,61.9026651301466,"3",1,"0007AC2B02"
"25",1097395,"0007AC2B02","0007CB44CE",49.6596020755961,NA,"3",1,NA
"26",1097534,"0007AC2B02","0007CB44CE",29.6957933346474,40.9241384484356,"3",1,"0007CB44CE"
"27",1097886,"0007AC2B02","0007CB44CE",35.336643198748,62.2687733088096,"3",1,"0007CB44CE"
"28",1115497,"0007AC2B02","0007CB44CE",52.5750595044267,228.440256808696,"3",1,"0007CB44CE"
"29",1115638,"0007AC2B02","0007CB44CE",35.4822037724524,48.6743762555442,"3",1,"0007CB44CE"
"30",1115845,"0007AC2B02","0007CB44CE",40.778469599486,148.475206793978,"3",1,"0007CB44CE"
"31",1237379,"0007AC2B02","0007CB44CE",56.8475092899023,278.180415843477,"3",1,"0007CB44CE"
"32",1240170,"0007AC2B02","0007CB44CE",35.1272847905614,371.251812663129,"3",1,"0007CB44CE"
"33",1240236,"0007AC2B02","0007CB44CE",47.2137734890761,336.251818864083,"3",1,"0007CB44CE"
"34",1241242,"0007AC2B02","0007CB44CE",71.9248806769791,208.483002264143,"3",1,"0007CB44CE"
"35",1262788,"0007AC2B02","0007CB44CE",374.916320401958,16.468706055487,"3",1,"0007AC2B02"
"36",1340463,"0007AC2B02","0007CB44CE",64.0402467912972,NA,"3",1,NA
