ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,11.2314130833333,49.1250018352941,54.9243450846847,30.81152653,50.6724414846154,29.7094234925373,53.3930875644068,12.1584520967033,49.7788882458333
0007CB0942,11.2314130833333,0,46.2030937,61.0153187228571,34.5899495,58.90515158,18.5524155528571,65.3595137925926,36.0856727096774,16.8553277230769
0007CB30A6,49.1250018352941,46.2030937,0,26.6524190115385,63.4529432333333,26.1114037407407,22.74337793,57.1885970071429,66.8566838066667,63.8338874076923
0007CB486D,54.9243450846847,61.0153187228571,26.6524190115385,0,19.4802873,60.8782670134615,40.5613493067308,45.8862840802139,60.2512544171875,58.3397234858491
0007CD5116,30.81152653,34.5899495,63.4529432333333,19.4802873,0,39.9344060666667,46.6793767428571,21.7480474666667,0,23.9290428125
0007CD86B3,50.6724414846154,58.90515158,26.1114037407407,60.8782670134615,39.9344060666667,0,37.5294162094737,53.6973111046154,56.9628712535714,36.2643986462264
0007CDC91B,29.7094234925373,18.5524155528571,22.74337793,40.5613493067308,46.6793767428571,37.5294162094737,0,50.8336100840708,54.9212490271186,57.3491596782609
0007CDDBAF,53.3930875644068,65.3595137925926,57.1885970071429,45.8862840802139,21.7480474666667,53.6973111046154,50.8336100840708,0,53.5879683882812,56.9691488462366
0007CDE223,12.1584520967033,36.0856727096774,66.8566838066667,60.2512544171875,0,56.9628712535714,54.9212490271186,53.5879683882812,0,59.2132516148148
0007CDEC0B,49.7788882458333,16.8553277230769,63.8338874076923,58.3397234858491,23.9290428125,36.2643986462264,57.3491596782609,56.9691488462366,59.2132516148148,0
