ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,31,1,12,2,14,43,14,16,19
0007CB0942,9,0,1,16,4,13,22,8,15,10
0007CB30A6,0,3,0,17,0,4,5,6,4,1
0007CB486D,25,12,1,0,1,22,20,30,24,7
0007CD5116,0,2,1,1,0,0,1,4,5,0
0007CD86B3,10,9,6,56,0,0,36,37,41,22
0007CDC91B,13,13,8,35,0,22,0,20,21,6
0007CDDBAF,10,7,11,37,1,30,54,0,48,13
0007CDE223,18,19,6,38,6,25,36,41,0,5
0007CDEC0B,16,39,2,13,3,15,23,28,22,0
