ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,26,26,76,3,42,69,34,45,61
0007CB0942,26,0,5,24,8,39,42,20,65,51
0007CB30A6,26,5,0,49,0,45,19,23,26,27
0007CB486D,76,24,49,0,9,109,88,85,86,106
0007CD5116,3,8,0,9,0,17,2,10,25,9
0007CD86B3,42,39,45,109,17,0,135,94,113,100
0007CDC91B,69,42,19,88,2,135,0,90,81,45
0007CDDBAF,34,20,23,85,10,94,90,0,111,62
0007CDE223,45,65,26,86,25,113,81,111,0,74
0007CDEC0B,61,51,27,106,9,100,45,62,74,0
