ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,46,18,66,12,32,114,49,67,13
0007CB0942,46,0,12,27,8,26,65,34,59,71
0007CB30A6,18,12,0,73,5,51,53,47,33,18
0007CB486D,66,27,73,0,21,75,106,115,84,119
0007CD5116,12,8,5,21,0,13,24,15,12,12
0007CD86B3,32,26,51,75,13,0,142,85,83,84
0007CDC91B,114,65,53,106,24,142,0,135,55,62
0007CDDBAF,49,34,47,115,15,85,135,0,99,66
0007CDE223,67,59,33,84,12,83,55,99,0,38
0007CDEC0B,13,71,18,119,12,84,62,66,38,0
