ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,52,125,32,73,38,90,79,86,61
0007CB0942,52,0,7,69,19,19,140,98,103,33
0007CB2302,125,7,0,74,25,19,41,26,11,37
0007CB30A6,32,69,74,0,24,14,60,47,41,24
0007CB3713,73,19,25,24,0,86,59,24,78,83
0007CB47A6,38,19,19,14,86,0,105,114,93,122
0007CDDBAF,90,140,41,60,59,105,0,355,151,83
0007CDE223,79,98,26,47,24,114,355,0,288,147
0007CDEC0B,86,103,11,41,78,93,151,288,0,81
0007CE0327,61,33,37,24,83,122,83,147,81,0
