"","start_frame","RFID_a","xstart_a","ystart_a","xend_a","yend_a","total_length_a","RFID_b","xstart_b","ystart_b","xend_b","yend_b","total_length_b"
"1",750158,"0007CB0B74",533.421936035156,66.6984939575195,534.685791015625,66.3919677734375,10.7107922259191,"0007CA3A72",466.386901855469,76.8954391479492,465.907592773438,78.6592712402344,7.45024354334522
"2",750158,"0007CB0B74",533.421936035156,66.6984939575195,534.685791015625,66.3919677734375,10.7107922259191,"0007CA3A72",466.386901855469,76.8954391479492,465.907592773438,78.6592712402344,7.45024354334522
"3",750386,"0007CB0B74",534.490600585938,66.7649536132812,533.795227050781,66.4787292480469,10.0484718854731,"0007CA3A72",466.970642089844,80.2060928344727,466.054260253906,81.6159210205078,5.40120241132594
"4",750386,"0007CB0B74",534.490600585938,66.7649536132812,533.795227050781,66.4787292480469,10.0484718854731,"0007CA3A72",466.970642089844,80.2060928344727,466.054260253906,81.6159210205078,5.40120241132594
"5",812127,"0007CB0B74",526.226440429688,80.3045196533203,526.034790039062,79.829460144043,2.47042068209904,"0007CA3A72",480.738159179688,71.1512832641602,480.348175048828,73.1539306640625,13.6683809422301
"6",812127,"0007CB0B74",526.226440429688,80.3045196533203,526.034790039062,79.829460144043,2.47042068209904,"0007CA3A72",480.738159179688,71.1512832641602,480.348175048828,73.1539306640625,13.6683809422301
"7",820052,"0007CB0B74",543.913757324219,59.4380187988281,544.230773925781,58.5417137145996,3.10859940574586,"0007CA3A72",517.103576660156,68.4325637817383,518.96826171875,66.1122817993164,14.1970796140943
"8",820052,"0007CB0B74",543.913757324219,59.4380187988281,544.230773925781,58.5417137145996,3.10859940574586,"0007CA3A72",517.103576660156,68.4325637817383,518.96826171875,66.1122817993164,14.1970796140943
"9",822317,"0007CB0B74",532.164123535156,69.4160614013672,532.10986328125,68.9503707885742,4.45933266780694,"0007CA3A72",504.662780761719,67.9486846923828,504.504730224609,67.6721725463867,1201.15704289148
"10",822317,"0007CB0B74",532.164123535156,69.4160614013672,532.10986328125,68.9503707885742,4.45933266780694,"0007CA3A72",504.662780761719,67.9486846923828,504.504730224609,67.6721725463867,1201.15704289148
"11",823053,"0007CB0B74",529.173461914062,72.2503204345703,542.112426757812,66.8723678588867,63.0716837426015,"0007CA3A72",510.027496337891,68.9392166137695,510.134002685547,60.9801788330078,21.8215252340078
"12",823053,"0007CB0B74",529.173461914062,72.2503204345703,542.112426757812,66.8723678588867,63.0716837426015,"0007CA3A72",510.027496337891,68.9392166137695,510.134002685547,60.9801788330078,21.8215252340078
"13",823117,"0007CB0B74",528.31298828125,72.5526657104492,538.367736816406,64.2554321289062,84.4350724819584,"0007CA3A72",510.140075683594,69.4661102294922,509.168914794922,61.0849800109863,37.6278276701151
"14",823117,"0007CB0B74",528.31298828125,72.5526657104492,538.367736816406,64.2554321289062,84.4350724819584,"0007CA3A72",510.140075683594,69.4661102294922,509.168914794922,61.0849800109863,37.6278276701151
"15",823253,"0007CB0B74",542.376159667969,64.2711944580078,541.594299316406,87.3825073242188,89.1838564007619,"0007CA3A72",510.380310058594,59.2507400512695,499.2763671875,65.1663589477539,25.0500837740237
"16",823253,"0007CB0B74",542.376159667969,64.2711944580078,541.594299316406,87.3825073242188,89.1838564007619,"0007CA3A72",510.380310058594,59.2507400512695,499.2763671875,65.1663589477539,25.0500837740237
"17",826319,"0007CB0B74",518.228637695312,71.9990844726562,532.418334960938,76.6209106445312,53.963852580665,"0007CA3A72",501.289978027344,64.1646881103516,503.637847900391,66.0026626586914,17.2310529845232
"18",826319,"0007CB0B74",518.228637695312,71.9990844726562,532.418334960938,76.6209106445312,53.963852580665,"0007CA3A72",501.289978027344,64.1646881103516,503.637847900391,66.0026626586914,17.2310529845232
"19",826559,"0007CB0B74",530.695556640625,77.1308364868164,530.735595703125,77.4366149902344,793.913566780458,"0007CA3A72",503.262176513672,66.2338333129883,502.892913818359,66.9127349853516,3.80314515424806
"20",826559,"0007CB0B74",530.695556640625,77.1308364868164,530.735595703125,77.4366149902344,793.913566780458,"0007CA3A72",503.262176513672,66.2338333129883,502.892913818359,66.9127349853516,3.80314515424806
"21",826659,"0007CB0B74",530.735595703125,77.4366149902344,531.713256835938,74.5746765136719,8.73415882336767,"0007CA3A72",503.091461181641,66.7595825195312,503.735534667969,64.7074356079102,14.8575040372474
"22",826659,"0007CB0B74",530.735595703125,77.4366149902344,531.713256835938,74.5746765136719,8.73415882336767,"0007CA3A72",503.091461181641,66.7595825195312,503.735534667969,64.7074356079102,14.8575040372474
"23",826779,"0007CB0B74",531.713256835938,74.5746765136719,532.470947265625,74.9389495849609,6.7774928190305,"0007CA3A72",503.735534667969,64.7074356079102,504.171142578125,64.9027481079102,4.43088935566806
"24",826779,"0007CB0B74",531.713256835938,74.5746765136719,532.470947265625,74.9389495849609,6.7774928190305,"0007CA3A72",503.735534667969,64.7074356079102,504.171142578125,64.9027481079102,4.43088935566806
"25",826966,"0007CB0B74",531.938354492188,74.0237274169922,534.332214355469,69.7552337646484,687.632351961017,"0007CA3A72",503.933746337891,64.6501388549805,506.217376708984,63.3648452758789,12.9310845516508
"26",826966,"0007CB0B74",531.938354492188,74.0237274169922,534.332214355469,69.7552337646484,687.632351961017,"0007CA3A72",503.933746337891,64.6501388549805,506.217376708984,63.3648452758789,12.9310845516508
"27",830143,"0007CB0B74",525.610046386719,65.5923156738281,530.751770019531,70.7764358520508,44.1370886065186,"0007CA3A72",489.876373291016,60.1503829956055,490.564849853516,61.7530136108398,37.1115913601773
