"","start_frame","RFID_a","xstart_a","ystart_a","xend_a","yend_a","total_length_a","RFID_b","xstart_b","ystart_b","xend_b","yend_b","total_length_b"
"1",83570,"0007F2ED4",64.1291198730469,215.725555419922,104.943626403809,59.7316513061523,213.004131611815,"0007CA3A72",151.436614990234,69.9345321655273,198.271072387695,67.0668106079102,87.9487915862247
"2",83570,"0007F2ED4",64.1291198730469,215.725555419922,104.943626403809,59.7316513061523,213.004131611815,"0007CA3A72",151.436614990234,69.9345321655273,198.271072387695,67.0668106079102,87.9487915862247
"3",99425,"0007F2B9FC",481.544250488281,410.098602294922,480.638092041016,411.395874023438,15.8727650643849,"0007F2B3FF",485.898773193359,411.792633056641,483.849945068359,411.956359863281,2.09686179349504
"4",99425,"0007F2B9FC",481.544250488281,410.098602294922,480.638092041016,411.395874023438,15.8727650643849,"0007F2B3FF",485.898773193359,411.792633056641,483.849945068359,411.956359863281,2.09686179349504
"5",99500,"0007F2B9FC",482.808349609375,409.540435791016,482.405731201172,410.923095703125,9.5869123756253,"0007F2B3FF",485.278167724609,411.296783447266,485.804138183594,412.017425537109,4.11570509337774
"6",99500,"0007F2B9FC",482.808349609375,409.540435791016,482.405731201172,410.923095703125,9.5869123756253,"0007F2B3FF",485.278167724609,411.296783447266,485.804138183594,412.017425537109,4.11570509337774
"7",99601,"0007F2B9FC",482.060028076172,410.924652099609,481.864501953125,411.527923583984,182.52177819345,"0007F2B3FF",485.636505126953,411.738220214844,485.069519042969,412.321197509766,7.10409450810509
"8",99601,"0007F2B9FC",482.060028076172,410.924652099609,481.864501953125,411.527923583984,182.52177819345,"0007F2B3FF",485.636505126953,411.738220214844,485.069519042969,412.321197509766,7.10409450810509
"9",99746,"0007F2B9FC",482.878295898438,410.848327636719,481.2216796875,411.033843994141,9.38280018168403,"0007F2B3FF",485.978637695312,411.824127197266,484.763671875,412.136383056641,4.63751822808371
"10",99746,"0007F2B9FC",482.878295898438,410.848327636719,481.2216796875,411.033843994141,9.38280018168403,"0007F2B3FF",485.978637695312,411.824127197266,484.763671875,412.136383056641,4.63751822808371
"11",99791,"0007F2B9FC",482.788848876953,410.452545166016,481.989715576172,410.669128417969,10.6413659731738,"0007F2B3FF",486.084259033203,411.430206298828,485.558410644531,411.762786865234,4.46648246112069
"12",99791,"0007F2B9FC",482.788848876953,410.452545166016,481.989715576172,410.669128417969,10.6413659731738,"0007F2B3FF",486.084259033203,411.430206298828,485.558410644531,411.762786865234,4.46648246112069
"13",99838,"0007F2B9FC",482.368438720703,409.529937744141,482.122131347656,410.790863037109,9.63560735724612,"0007F2B3FF",484.611053466797,411.842376708984,485.129211425781,411.793823242188,6.50822931246284
"14",99838,"0007F2B9FC",482.368438720703,409.529937744141,482.122131347656,410.790863037109,9.63560735724612,"0007F2B3FF",484.611053466797,411.842376708984,485.129211425781,411.793823242188,6.50822931246284
"15",99995,"0007F2B9FC",482.546264648438,410.411987304688,482.629608154297,410.503021240234,10.540433405461,"0007F2B3FF",485.951049804688,410.972320556641,486.416198730469,411.807403564453,10.2049173797061
"16",99995,"0007F2B9FC",482.546264648438,410.411987304688,482.629608154297,410.503021240234,10.540433405461,"0007F2B3FF",485.951049804688,410.972320556641,486.416198730469,411.807403564453,10.2049173797061
"17",197989,"0007F2B9FC",466.834503173828,411.850677490234,466.118865966797,412.498504638672,9.83195978421914,"0007F2B3FF",468.802368164062,412.406707763672,468.473297119141,413.003631591797,2.90271411728609
"18",197989,"0007F2B9FC",466.834503173828,411.850677490234,466.118865966797,412.498504638672,9.83195978421914,"0007F2B3FF",468.802368164062,412.406707763672,468.473297119141,413.003631591797,2.90271411728609
"19",198479,"0007F2B9FC",466.379425048828,412.217987060547,467.255004882812,411.939178466797,9.57804305895706,"0007F2B3FF",469.634185791016,412.952850341797,469.836700439453,412.726013183594,4.39524851512009
"20",198479,"0007F2B9FC",466.379425048828,412.217987060547,467.255004882812,411.939178466797,9.57804305895706,"0007F2B3FF",469.634185791016,412.952850341797,469.836700439453,412.726013183594,4.39524851512009
"21",198577,"0007F2B9FC",466.66357421875,411.613708496094,467.342803955078,412.461151123047,6.916616443636,"0007F2B3FF",468.621612548828,412.868255615234,469.556945800781,413.216430664062,3.26663952477951
