ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,24,6,104,5,42,59,101,71,54
0007CB0942,14,0,16,75,1,47,55,72,85,70
0007CB30A6,14,11,0,86,0,61,84,43,30,26
0007CB486D,84,40,64,0,12,164,149,250,87,137
0007CD5116,3,2,3,8,0,5,5,16,6,10
0007CD86B3,34,30,70,212,4,0,144,250,167,131
0007CDC91B,49,39,57,181,0,98,0,178,95,72
0007CDDBAF,64,64,71,383,9,296,243,0,455,193
0007CDE223,67,51,32,195,3,152,103,365,0,94
0007CDEC0B,29,61,28,245,6,162,94,171,130,0
