ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,2.0198347107438,2.87017543859649,3.16083333333333,2.43157894736842,2.74513888888889,2.75716312056738,3.08972746331237,2.25013850415512,2.21876379690949
0007CB0942,2.0198347107438,0,2.03801169590643,2.50335008375209,2.1375,2.37136752136752,2.27730220492866,2.4882951653944,2.07222222222222,3.2250936329588
0007CB30A6,2.87017543859649,2.03801169590643,0,2.17740963855421,1.55,2.40808080808081,2.21321321321321,2.8792349726776,2.01792452830189,2.51385767790262
0007CB486D,3.16083333333333,2.50335008375209,2.17740963855421,0,2.04727272727273,2.8759009009009,2.25590163934426,3.02789670404349,2.26078869047619,3.03390216154721
0007CD5116,2.43157894736842,2.1375,1.55,2.04727272727273,0,2.08333333333333,1.45238095238095,1.97644444444445,2.17866666666667,3.34015151515151
0007CD86B3,2.74513888888889,2.37136752136752,2.40808080808081,2.8759009009009,2.08333333333333,0,2.56825095057034,3.32029166666667,2.8551876379691,3.41048336472065
0007CDC91B,2.75716312056738,2.27730220492866,2.21321321321321,2.25590163934426,1.45238095238095,2.56825095057034,0,2.75425925925926,2.24823766364552,2.47104622871046
0007CDDBAF,3.08972746331237,2.4882951653944,2.8792349726776,3.02789670404349,1.97644444444445,3.32029166666667,2.75425925925926,0,2.92506811989101,3.53532513181019
0007CDE223,2.25013850415512,2.07222222222222,2.01792452830189,2.26078869047619,2.17866666666667,2.8551876379691,2.24823766364552,2.92506811989101,0,3.03943217665615
0007CDEC0B,2.21876379690949,3.2250936329588,2.51385767790262,3.03390216154721,3.34015151515151,3.41048336472065,2.47104622871046,3.53532513181019,3.03943217665615,0
