ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,67.095848675,73.1974139666667,70.4018570333333,72.1182346333333,65.489088375,52.1053069,2.894944
0007CD38E5,67.095848675,0,44.1661406040268,43.1498283482269,55.40142575,53.5387595254902,58.6579369545455,60.3946572510204
0007CD81D3,73.1974139666667,44.1661406040268,0,42.146338029108,41.4701727190476,59.6730328980769,52.7921410054795,30.6093695333333
0007CD86B3,70.4018570333333,43.1498283482269,42.146338029108,0,55.4964240392857,61.922272627907,57.5513716299065,55.729239396
0007CDC395,72.1182346333333,55.40142575,41.4701727190476,55.4964240392857,0,52.458208925,67.3986881714286,55.931576975
0007CDC91B,65.489088375,53.5387595254902,59.6730328980769,61.922272627907,52.458208925,0,58.370134556,61.3050053571429
0007CDDBAF,52.1053069,58.6579369545455,52.7921410054795,57.5513716299065,67.3986881714286,58.370134556,0,55.94602241875
0007CE0327,2.894944,60.3946572510204,30.6093695333333,55.729239396,55.931576975,61.3050053571429,55.94602241875,0
