ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,0.0541543937162495,0.131723092712149,0.0483756895657504,0.0699489744196264,0.0700785999542136,0.153537144671023,0.11428283743644,0.092663043478261,0.0489200664574488
0007CB2224,0.152873413884198,0,0.465661061851856,0.229713800744967,0.327712634744704,0.209816091369267,0.371665626812903,0.182802195035997,0.203002717391304,0.168095578312297
0007CB3491,0.239010870035945,0.299314248895435,0,0.267716535433071,0.185866026875726,0.124653422531987,0.106809400278024,0.165231838090923,0.0795923913043478,0.0939509407001667
0007CB4837,0.0222164479667403,0.0373711340206186,0.0677589889852859,0,0.0254677344867593,0.0548869039329977,0.0333081579264221,0.0296191819464033,0.0315896739130435,0.0875111446402853
0007CD72E3,0.134467974535533,0.223168262150221,0.196916357387496,0.106605686265265,0,0.123356141734286,0.191880383979684,0.175904948899965,0.107173913043478,0.234539969834088
0007CD77C5,0.119310553895457,0.126541789396171,0.116961227728916,0.154739203589456,0.109248808839929,0,0.0893508028765636,0.0752152242863615,0.521141304347826,0.0918869572120347
0007CDE223,0.303733056169071,0.260455019636721,0.116448082866929,0.143476825875807,0.197456605728832,0.10382061913362,0,0.282333987816543,0.149008152173913,0.273001508295626
0007CDEC0B,0.0491533497899615,0.0278519268532155,0.0391660799312625,0.0290657439446366,0.0393561540454387,0.0190013481545545,0.0613842095469521,0,0.0268070652173913,0.158688576645233
0007CDEEE2,0.147676583950457,0.114606345115366,0.0699070372447701,0.109623273138762,0.0888498406154609,0.487828453692163,0.12004290765004,0.0993304133313194,0,0.116773835040089
0007CE0327,0.027003617465736,0.0324849656357388,0.0282468346122176,0.0827014064424136,0.0665585329864045,0.0294431867321242,0.0752854124935691,0.201278759502593,0.0399728260869565,0
