ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,42,107,20,119,92,67,47,84,16
0007CB2224,42,0,287,56,172,182,239,27,100,39
0007CB3491,107,287,0,43,155,131,140,32,95,41
0007CB4837,20,56,43,0,41,45,51,12,18,6
0007CD72E3,119,172,155,41,0,146,178,67,126,17
0007CD77C5,92,182,131,45,146,0,167,37,451,36
0007CDE223,67,239,140,51,178,167,0,54,147,32
0007CDEC0B,47,27,32,12,67,37,54,0,37,9
0007CDEEE2,84,100,95,18,126,451,147,37,0,24
0007CE0327,16,39,41,6,17,36,32,9,24,0
