ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,4,1,0,8,3,1,3,0,1
0007CB7051,2,0,0,0,6,0,0,1,0,0
0007CD5116,0,0,0,0,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,0,0,0,0,0
0007CD86B3,7,0,0,0,0,0,0,2,0,0
0007CDAD6B,2,0,0,0,0,0,0,0,0,0
0007CDADED,2,1,0,0,3,0,0,1,1,1
0007CDC395,3,0,0,0,2,0,0,0,0,0
0007CDC443,1,0,0,0,0,0,0,0,0,0
0007CDE4F0,1,1,0,0,0,0,0,0,0,0
