ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,0.666666666666667,0,0,0.542857142857143,1,1,0,0,0.428571428571429
0007CB7051,0.333333333333333,0,0,0,0.25,0,0,0.416666666666667,0,0
0007CD5116,1,1,0,1,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,0,0,0,0,0
0007CD86B3,0.457142857142857,0.75,0,0,0,0,0,0.2,0,0.166666666666667
0007CDAD6B,0,1,0,0,0,0,0,0,0,0
0007CDADED,0,0,0,0,1,0,0,1,0,1
0007CDC395,1,0.583333333333333,0,0,0.8,0,0,0,0.375,1
0007CDC443,0,1,0,0,1,0,1,0.625,0,0
0007CDE4F0,0.571428571428571,0,0,0,0.833333333333333,0,0,0,0,0
