ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,33.2052741142857,64.9215797,65.7086502,0,15.3797973636364,0,0,42.68114265,69.9600729666667
0007CB3491,33.2052741142857,0,72.69605305,58.4498237757576,0,52.46937839375,87.6093001,40.4799543277778,61.9643745235294,37.7213405230769
0007CB4837,64.9215797,72.69605305,0,66.9183960117647,1.35232623333333,72.3940512,0,56.28621585,61.4195618428571,51.2680817266667
0007CB6AB4,65.7086502,58.4498237757576,66.9183960117647,0,68.1192742,51.8790355410256,0,54.13102725625,38.4946020802721,66.3105390833333
0007CD5116,0,0,1.35232623333333,68.1192742,0,49.479868725,29.4878627,0,51.903002725,49.98869424
0007CDE223,15.3797973636364,52.46937839375,72.3940512,51.8790355410256,49.479868725,0,0,49.9861985714286,63.7661463242424,40.7259945196429
0007CDE4F0,0,87.6093001,0,0,29.4878627,0,0,0,71.88400182,0
0007CDEAA7,0,40.4799543277778,56.28621585,54.13102725625,0,49.9861985714286,0,0,58.1117469,68.333199825
0007CDEC0B,42.68114265,61.9643745235294,61.4195618428571,38.4946020802721,51.903002725,63.7661463242424,71.88400182,58.1117469,0,30.969890527
0007CDEEE2,69.9600729666667,37.7213405230769,51.2680817266667,66.3105390833333,49.98869424,40.7259945196429,0,68.333199825,30.969890527,0
