ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,36,7,14,0,34,0,6,18,12
0007CB3491,36,0,24,93,7,66,4,56,77,117
0007CB4837,7,24,0,53,7,18,6,25,47,26
0007CB6AB4,14,93,53,0,6,115,67,53,438,109
0007CD5116,0,7,7,6,0,7,27,3,11,5
0007CDE223,34,66,18,115,7,0,6,73,97,126
0007CDE4F0,0,4,6,67,27,6,0,0,13,5
0007CDEAA7,6,56,25,53,3,73,0,0,34,21
0007CDEC0B,18,77,47,438,11,97,13,34,0,186
0007CDEEE2,12,117,26,109,5,126,5,21,186,0
