ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,13,7,6,10,7,0,5,10,2
0007ABF555,12,0,21,16,25,17,3,28,10,15
0007AC2B02,15,36,0,40,134,31,9,27,30,35
0007ACA781,1,27,40,0,62,17,4,59,20,38
0007CB7051,9,31,120,55,0,32,17,22,44,29
0007CD6778,4,18,33,17,39,0,0,17,19,4
0007CD765E,0,1,9,6,39,1,0,1,1,2
0007CDADED,12,28,30,74,32,19,2,0,27,19
0007CDC443,9,5,28,30,51,11,4,14,0,9
0007CDEAA7,5,19,32,52,28,12,1,20,7,0
