ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,49.4333333333333,27.2666666666667,50.4666666666667,65.3,32.3666666666667,0,14.9666666666666,39.1333333333333,38.1333333333334
0007ABF555,49.4333333333333,0,80.9333333333333,106.933333333333,95.6,31.3666666666667,3.93333333333333,51.8,59.3,47.7
0007AC2B02,27.2666666666667,80.9333333333333,0,233.933333333333,562.766666666667,95.5666666666667,23.2333333333333,60.4333333333334,331.233333333333,102.233333333333
0007ACA781,50.4666666666667,106.933333333333,233.933333333333,0,188.166666666667,29.8333333333334,2.6,172.066666666667,114.433333333333,200.133333333333
0007CB7051,65.3,95.6,562.766666666667,188.166666666667,0,65.7333333333334,179.666666666667,56.9,188.633333333333,210.166666666666
0007CD6778,32.3666666666667,31.3666666666667,95.5666666666667,29.8333333333334,65.7333333333334,0,6.83333333333333,15.5,26.0666666666667,155.433333333333
0007CD765E,0,3.93333333333333,23.2333333333333,2.6,179.666666666667,6.83333333333333,0,0,7.93333333333333,5.16666666666667
0007CDADED,14.9666666666666,51.8,60.4333333333334,172.066666666667,56.9,15.5,0,0,85.9,92.8
0007CDC443,39.1333333333333,59.3,331.233333333333,114.433333333333,188.633333333333,26.0666666666667,7.93333333333333,85.9,0,131.4
0007CDEAA7,38.1333333333334,47.7,102.233333333333,200.133333333333,210.166666666666,155.433333333333,5.16666666666667,92.8,131.4,0
