ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,5,9,15,0,2,1,7
0007CD38E5,6,0,170,206,19,38,23,35
0007CD81D3,2,138,0,216,15,39,38,33
0007CD86B3,5,190,204,0,32,54,56,45
0007CDC395,5,16,18,30,0,7,4,4
0007CDC91B,3,45,48,82,9,0,5,8
0007CDDBAF,3,70,85,130,16,31,0,24
0007CE0327,5,64,86,112,13,20,13,0
